date,Open,High,Low,Close,Volume
2026-01-12 00:00:00-05:00,340.3600,343.8000,322.6900,339.8700,5803900
2026-01-13 00:00:00-05:00,336.9350,364.5050,333.3400,361.3300,3834500
2026-01-14 00:00:00-05:00,354.1500,357.0000,327.3800,331.6200,3665000
2026-01-15 00:00:00-05:00,334.8650,354.5000,329.0000,343.2700,3651700
2026-01-16 00:00:00-05:00,348.5800,354.0000,317.4400,324.2500,3780700
2026-01-20 00:00:00-05:00,323.8250,357.6600,320.3100,356.8300,5318000
2026-01-21 00:00:00-05:00,373.6000,376.5400,350.0100,362.4400,4969400
2026-01-22 00:00:00-05:00,375.8650,391.4600,350.0000,354.4900,4465600
2026-01-23 00:00:00-05:00,354.4900,354.9680,334.0000,339.1900,3469400
2026-01-26 00:00:00-05:00,337.7500,350.6800,327.2900,332.4500,2726800
2026-01-27 00:00:00-05:00,341.8700,374.0000,340.0000,370.6600,3618600
2026-01-28 00:00:00-05:00,375.9150,394.8800,373.5700,385.0000,4356800
2026-01-29 00:00:00-05:00,388.0000,398.1600,364.1900,381.4400,4006600
2026-01-30 00:00:00-05:00,406.2500,448.0000,384.3300,391.8400,7098800
2026-02-02 00:00:00-05:00,405.4900,445.0000,404.9900,423.4200,5799100
2026-02-03 00:00:00-05:00,451.7400,464.0000,424.5200,435.1000,8109400
2026-02-04 00:00:00-05:00,473.1200,504.5800,426.0500,465.5400,12144900
2026-02-05 00:00:00-05:00,436.2200,507.5500,425.0100,504.4200,8673000
2026-02-06 00:00:00-05:00,540.0000,558.3800,513.2800,551.9900,6735500
2026-02-09 00:00:00-05:00,556.7200,599.5000,555.3500,577.1500,5903800
2026-02-10 00:00:00-05:00,548.2200,574.6900,530.2900,561.1300,4787700
2026-02-11 00:00:00-05:00,563.2450,597.0000,545.8800,574.1100,4011200
2026-02-12 00:00:00-05:00,593.3500,603.8300,568.2000,583.4600,4605700
2026-02-13 00:00:00-05:00,581.5400,593.4000,539.1800,562.7400,4973000
2026-02-17 00:00:00-05:00,538.0000,616.5200,528.0100,600.4200,5625000
2026-02-18 00:00:00-05:00,602.0900,610.3000,587.0000,594.2600,2995100
2026-02-19 00:00:00-05:00,592.5650,636.6800,578.3000,635.6400,4206200
2026-02-20 00:00:00-05:00,638.0000,678.0000,636.0000,667.7700,4289500
2026-02-23 00:00:00-05:00,664.0500,688.0700,652.2100,674.7300,4493000
2026-02-24 00:00:00-05:00,680.0100,698.5000,662.0000,688.2700,3573400
2026-02-25 00:00:00-05:00,713.7100,765.0000,712.7300,723.3900,4667700
2026-02-26 00:00:00-05:00,717.2850,728.2000,662.0000,677.0000,5468000
2026-02-27 00:00:00-05:00,679.9500,720.1000,672.0100,700.9100,8912200
2026-03-02 00:00:00-05:00,742.8950,783.8000,714.0000,783.2500,6888700
2026-03-03 00:00:00-05:00,727.0500,732.0000,681.1000,694.4300,7208700
2026-03-04 00:00:00-05:00,726.0000,736.0000,643.1800,680.8000,7905300
2026-03-05 00:00:00-05:00,644.7150,681.7500,614.1300,650.8200,6743800
2026-03-06 00:00:00-05:00,610.4450,642.0000,548.2400,558.4400,8754300
2026-03-09 00:00:00-04:00,578.0000,641.0200,573.6600,640.6900,7822700
2026-03-10 00:00:00-04:00,679.0100,715.7300,669.0000,672.0000,7129000
2026-03-11 00:00:00-04:00,651.0700,675.5800,637.0100,672.0000,4080600
2026-03-12 00:00:00-04:00,643.5450,664.9950,616.0400,616.0900,4922500
2026-03-13 00:00:00-04:00,634.8100,639.5600,611.0800,622.5000,3849700
2026-03-16 00:00:00-04:00,656.0000,672.9900,607.2700,624.8400,5036600
2026-03-17 00:00:00-04:00,597.0000,669.9000,573.7300,649.5600,9003700
2026-03-18 00:00:00-04:00,709.1500,743.8600,696.0000,700.8100,9636400
2026-03-19 00:00:00-04:00,678.9850,775.0000,670.0000,772.1300,7567000
2026-03-20 00:00:00-04:00,785.4900,787.4500,680.6600,706.3500,22868800
2026-03-23 00:00:00-04:00,742.7450,766.0000,710.0300,728.9500,7352900
2026-03-24 00:00:00-04:00,728.8500,803.5800,728.8500,801.9900,6993700
2026-03-25 00:00:00-04:00,795.5000,808.8000,763.1100,777.1700,4969400
2026-03-26 00:00:00-04:00,744.8500,753.6600,687.5800,688.8000,6305600
2026-03-27 00:00:00-04:00,706.4100,732.8300,692.3300,702.7300,5275100
2026-03-30 00:00:00-04:00,725.8000,735.0000,642.3700,654.7900,7436400
2026-03-31 00:00:00-04:00,679.0000,703.4300,649.5000,702.7600,6115900
2026-04-01 00:00:00-04:00,734.8750,784.8940,732.0000,764.6500,6911900
2026-04-02 00:00:00-04:00,708.5850,827.5600,707.8350,826.8800,7886200
2026-04-06 00:00:00-04:00,828.4800,836.9100,767.0100,772.2800,5809700
2026-04-07 00:00:00-04:00,778.8200,816.9200,770.0000,815.7500,5486600
2026-04-08 00:00:00-04:00,877.4150,901.3000,842.0000,896.0200,7025400
2026-04-09 00:00:00-04:00,912.0000,960.0000,871.7300,894.1300,7034600
2026-04-10 00:00:00-04:00,908.0850,931.7500,863.0000,897.3000,7136100
2026-04-13 00:00:00-04:00,889.0000,905.9000,841.0500,871.1800,6558600
2026-04-14 00:00:00-04:00,901.1500,904.9900,836.0000,852.7900,5461900
2026-04-15 00:00:00-04:00,856.8850,859.4900,800.5600,824.0100,5994400
2026-04-16 00:00:00-04:00,825.0120,903.0000,820.1600,891.2200,6115700
2026-04-17 00:00:00-04:00,912.0000,912.0000,865.0200,894.0700,4343900
2026-04-20 00:00:00-04:00,889.5000,906.2000,861.9700,895.1100,3337500
2026-04-21 00:00:00-04:00,900.0000,925.5000,832.1800,836.9200,5725500
2026-04-22 00:00:00-04:00,849.8500,874.1700,818.0000,873.6000,4635200
2026-04-23 00:00:00-04:00,854.0000,881.8500,831.9150,846.8900,3756400
2026-04-24 00:00:00-04:00,837.0200,896.1100,829.1300,881.6400,4205800
2026-04-27 00:00:00-04:00,855.7450,867.8550,811.4500,859.6800,5289700
2026-04-28 00:00:00-04:00,813.7400,842.0000,780.4800,791.3700,5547700
2026-04-29 00:00:00-04:00,821.1100,887.9000,814.1890,858.3200,6179900
2026-04-30 00:00:00-04:00,895.1700,921.3700,856.0000,902.3200,6148500
2026-05-01 00:00:00-04:00,913.0000,985.1300,905.7000,949.9300,4774700
2026-05-04 00:00:00-04:00,986.8800,1004.9400,952.0000,976.1800,5445800
2026-05-05 00:00:00-04:00,975.8250,1021.0000,966.0600,994.5600,6588100
2026-05-06 00:00:00-04:00,996.0000,1013.5000,902.0100,944.2800,9868800
